#fabulous	sentimentScore=7.526	numPositive=2301	numNegative=2
#excellent	sentimentScore=7.247	numPositive=2612	numNegative=3
#superb	sentimentScore=7.199	numPositive=1660	numNegative=2
#perfection	sentimentScore=7.099	numPositive=3004	numNegative=4
#terrific	sentimentScore=6.922	numPositive=629	numNegative=1
#magnificent	sentimentScore=6.672	numPositive=490	numNegative=1
#sensational	sentimentScore=6.529	numPositive=849	numNegative=2
#heavenly	sentimentScore=6.484	numPositive=2841	numNegative=7
#ideal	sentimentScore=6.461	numPositive=3172	numNegative=8
#partytime	sentimentScore=6.111	numPositive=559	numNegative=2
#excellence	sentimentScore=5.875	numPositive=1325	numNegative=6
@thisisangel	sentimentScore=5.858	numPositive=217	numNegative=1
prints	sentimentScore=-0.577	numPositive=8	numNegative=23
canadians	sentimentScore=-0.577	numPositive=8	numNegative=23
laws	sentimentScore=-0.577	numPositive=24	numNegative=69
stray	sentimentScore=-0.577	numPositive=8	numNegative=23
think	sentimentScore=-0.577	numPositive=3839	numNegative=11035
jail	sentimentScore=-0.577	numPositive=64	numNegative=184
offices	sentimentScore=-0.577	numPositive=8	numNegative=23
preventing	sentimentScore=-0.577	numPositive=8	numNegative=23
tagging	sentimentScore=-0.577	numPositive=8	numNegative=23
besides	sentimentScore=-0.577	numPositive=48	numNegative=138
request	sentimentScore=-0.578	numPositive=33	numNegative=95
porn	sentimentScore=-0.578	numPositive=65	numNegative=187
obviously	sentimentScore=-0.578	numPositive=155	numNegative=446
isnt	sentimentScore=-0.58	numPositive=85	numNegative=245
acted	sentimentScore=-0.58	numPositive=17	numNegative=49
steelers	sentimentScore=-0.58	numPositive=26	numNegative=75
houses	sentimentScore=-0.58	numPositive=43	numNegative=124
tonsils	sentimentScore=-0.58	numPositive=17	numNegative=49
players	sentimentScore=-0.581	numPositive=278	numNegative=802
crumbs	sentimentScore=-0.582	numPositive=18	numNegative=52
ass	sentimentScore=-0.582	numPositive=1331	numNegative=3846
samsung	sentimentScore=-0.582	numPositive=9	numNegative=26
information	sentimentScore=-0.582	numPositive=27	numNegative=78
devils	sentimentScore=-0.582	numPositive=9	numNegative=26
hawks	sentimentScore=-0.582	numPositive=9	numNegative=26
browsing	sentimentScore=-0.582	numPositive=9	numNegative=26
dying	sentimentScore=-0.582	numPositive=255	numNegative=737
rockets	sentimentScore=-0.582	numPositive=9	numNegative=26
etc	sentimentScore=-0.582	numPositive=99	numNegative=286
rated	sentimentScore=-0.582	numPositive=18	numNegative=52
gayest	sentimentScore=-0.582	numPositive=9	numNegative=26
favor	sentimentScore=-0.582	numPositive=36	numNegative=104
pressing	sentimentScore=-0.582	numPositive=9	numNegative=26
advertisement	sentimentScore=-0.582	numPositive=9	numNegative=26
shuts	sentimentScore=-0.582	numPositive=9	numNegative=26
ugh	sentimentScore=-0.583	numPositive=351	numNegative=1015
younger	sentimentScore=-0.583	numPositive=65	numNegative=188
reply	sentimentScore=-0.584	numPositive=183	numNegative=530
crime	sentimentScore=-0.584	numPositive=48	numNegative=139
yous	sentimentScore=-0.584	numPositive=19	numNegative=55
owners	sentimentScore=-0.584	numPositive=19	numNegative=55
erm	sentimentScore=-0.584	numPositive=19	numNegative=55
camel	sentimentScore=-0.584	numPositive=19	numNegative=55
mad	sentimentScore=-0.585	numPositive=489	numNegative=1417
worrying	sentimentScore=-0.585	numPositive=29	numNegative=84
atl	sentimentScore=-0.586	numPositive=10	numNegative=29
produce	sentimentScore=-0.586	numPositive=20	numNegative=58
#ohgod	sentimentScore=-0.586	numPositive=10	numNegative=29
pawn	sentimentScore=-0.586	numPositive=10	numNegative=29
rapper	sentimentScore=-0.586	numPositive=30	numNegative=87
smokes	sentimentScore=-0.586	numPositive=20	numNegative=58
chased	sentimentScore=-0.586	numPositive=10	numNegative=29
gaz	sentimentScore=-0.586	numPositive=10	numNegative=29
crawford	sentimentScore=-0.586	numPositive=10	numNegative=29
rotation	sentimentScore=-0.586	numPositive=10	numNegative=29
liking	sentimentScore=-0.586	numPositive=81	numNegative=235
haa	sentimentScore=-0.586	numPositive=10	numNegative=29
nash	sentimentScore=-0.587	numPositive=21	numNegative=61
trade	sentimentScore=-0.588	numPositive=54	numNegative=157
auto	sentimentScore=-0.588	numPositive=32	numNegative=93
dun	sentimentScore=-0.589	numPositive=11	numNegative=32
boring	sentimentScore=-0.589	numPositive=177	numNegative=515
trash	sentimentScore=-0.589	numPositive=110	numNegative=320
scheme	sentimentScore=-0.589	numPositive=11	numNegative=32
require	sentimentScore=-0.589	numPositive=11	numNegative=32
colours	sentimentScore=-0.589	numPositive=22	numNegative=64
rule	sentimentScore=-0.59	numPositive=57	numNegative=166
point	sentimentScore=-0.59	numPositive=506	numNegative=1473
agree	sentimentScore=-0.59	numPositive=203	numNegative=591
mentality	sentimentScore=-0.591	numPositive=12	numNegative=35
tash	sentimentScore=-0.591	numPositive=12	numNegative=35
automatic	sentimentScore=-0.591	numPositive=12	numNegative=35
nj	sentimentScore=-0.591	numPositive=12	numNegative=35
#single	sentimentScore=-0.591	numPositive=12	numNegative=35
#mood	sentimentScore=-0.591	numPositive=12	numNegative=35
used	sentimentScore=-0.592	numPositive=544	numNegative=1587
cancel	sentimentScore=-0.593	numPositive=38	numNegative=111
carroll	sentimentScore=-0.594	numPositive=13	numNegative=38
replaced	sentimentScore=-0.594	numPositive=26	numNegative=76
mistakes	sentimentScore=-0.594	numPositive=66	numNegative=193
chunder	sentimentScore=-0.594	numPositive=13	numNegative=38
seriously	sentimentScore=-0.594	numPositive=916	numNegative=2678
cramp	sentimentScore=-0.594	numPositive=13	numNegative=38
cardboard	sentimentScore=-0.594	numPositive=13	numNegative=38
#fatty	sentimentScore=-0.594	numPositive=13	numNegative=38
sagna	sentimentScore=-0.594	numPositive=13	numNegative=38
many	sentimentScore=-0.595	numPositive=958	numNegative=2803
destroy	sentimentScore=-0.595	numPositive=27	numNegative=79
span	sentimentScore=-0.596	numPositive=14	numNegative=41
fat	sentimentScore=-0.596	numPositive=420	numNegative=1231
y	sentimentScore=-0.596	numPositive=392	numNegative=1149
should	sentimentScore=-0.596	numPositive=1965	numNegative=5760
truth	sentimentScore=-0.596	numPositive=159	numNegative=466
gah	sentimentScore=-0.597	numPositive=15	numNegative=44
downhill	sentimentScore=-0.599	numPositive=16	numNegative=47
education	sentimentScore=-0.6	numPositive=34	numNegative=100
nhl	sentimentScore=-0.6	numPositive=35	numNegative=103
need	sentimentScore=-0.6	numPositive=3030	numNegative=8915
freshmen	sentimentScore=-0.6	numPositive=17	numNegative=50
$5	sentimentScore=-0.601	numPositive=18	numNegative=53
argument	sentimentScore=-0.601	numPositive=53	numNegative=156
companies	sentimentScore=-0.602	numPositive=19	numNegative=56
cuz	sentimentScore=-0.603	numPositive=347	numNegative=1024
believing	sentimentScore=-0.603	numPositive=20	numNegative=59
depression	sentimentScore=-0.603	numPositive=20	numNegative=59
target	sentimentScore=-0.603	numPositive=81	numNegative=239
oregon	sentimentScore=-0.603	numPositive=20	numNegative=59
survive	sentimentScore=-0.603	numPositive=40	numNegative=118
some1	sentimentScore=-0.604	numPositive=22	numNegative=65
division	sentimentScore=-0.604	numPositive=21	numNegative=62
robbie	sentimentScore=-0.604	numPositive=22	numNegative=65
rent	sentimentScore=-0.604	numPositive=42	numNegative=124
disappear	sentimentScore=-0.605	numPositive=23	numNegative=68
programme	sentimentScore=-0.605	numPositive=47	numNegative=139
didn	sentimentScore=-0.605	numPositive=1484	numNegative=4387
shud	sentimentScore=-0.605	numPositive=23	numNegative=68
confused	sentimentScore=-0.606	numPositive=72	numNegative=213
fuckin	sentimentScore=-0.606	numPositive=223	numNegative=660
biting	sentimentScore=-0.606	numPositive=24	numNegative=71
points	sentimentScore=-0.606	numPositive=201	numNegative=595
ping	sentimentScore=-0.606	numPositive=24	numNegative=71
slick	sentimentScore=-0.606	numPositive=24	numNegative=71
question	sentimentScore=-0.607	numPositive=155	numNegative=459
girls	sentimentScore=-0.607	numPositive=1819	numNegative=5390
genuinely	sentimentScore=-0.608	numPositive=87	numNegative=258
pale	sentimentScore=-0.609	numPositive=32	numNegative=95
logo	sentimentScore=-0.609	numPositive=31	numNegative=92
spencer	sentimentScore=-0.61	numPositive=34	numNegative=101
cruel	sentimentScore=-0.61	numPositive=33	numNegative=98
chewing	sentimentScore=-0.61	numPositive=36	numNegative=107
tax	sentimentScore=-0.611	numPositive=74	numNegative=220
pretending	sentimentScore=-0.611	numPositive=37	numNegative=110
talk	sentimentScore=-0.617	numPositive=1225	numNegative=3665
peno	sentimentScore=-0.62	numPositive=1	numNegative=3
reversing	sentimentScore=-0.62	numPositive=1	numNegative=3
liers	sentimentScore=-0.62	numPositive=1	numNegative=3
handprint	sentimentScore=-0.62	numPositive=1	numNegative=3
@aussieboomers	sentimentScore=-0.62	numPositive=1	numNegative=3
#cin	sentimentScore=-0.62	numPositive=1	numNegative=3
#shooting	sentimentScore=-0.62	numPositive=1	numNegative=3
hilariously	sentimentScore=-0.62	numPositive=2	numNegative=6
pining	sentimentScore=-0.62	numPositive=1	numNegative=3
cheezy	sentimentScore=-0.62	numPositive=1	numNegative=3
#toobright	sentimentScore=-0.62	numPositive=1	numNegative=3
swanson	sentimentScore=-0.62	numPositive=1	numNegative=3
aussi	sentimentScore=-0.62	numPositive=1	numNegative=3
hallways	sentimentScore=-0.62	numPositive=4	numNegative=12
taft	sentimentScore=-0.62	numPositive=1	numNegative=3
#dadjoke	sentimentScore=-0.62	numPositive=1	numNegative=3
philo	sentimentScore=-0.62	numPositive=1	numNegative=3
666	sentimentScore=-0.62	numPositive=2	numNegative=6
$42	sentimentScore=-0.62	numPositive=1	numNegative=3
deliberation	sentimentScore=-0.62	numPositive=1	numNegative=3
designed	sentimentScore=-0.62	numPositive=21	numNegative=63
bricked	sentimentScore=-0.62	numPositive=1	numNegative=3
customized	sentimentScore=-0.62	numPositive=1	numNegative=3
dse	sentimentScore=-0.62	numPositive=1	numNegative=3
tsp	sentimentScore=-0.62	numPositive=1	numNegative=3
anglo	sentimentScore=-0.62	numPositive=1	numNegative=3
@tgifridays	sentimentScore=-0.62	numPositive=1	numNegative=3
enid	sentimentScore=-0.62	numPositive=1	numNegative=3
bestowed	sentimentScore=-0.62	numPositive=1	numNegative=3
r&r	sentimentScore=-0.62	numPositive=1	numNegative=3
#thanksdad	sentimentScore=-0.62	numPositive=1	numNegative=3
128	sentimentScore=-0.62	numPositive=1	numNegative=3
@pandora_radio	sentimentScore=-0.62	numPositive=1	numNegative=3
nutn	sentimentScore=-0.62	numPositive=1	numNegative=3
#missthat	sentimentScore=-0.62	numPositive=1	numNegative=3
#feethurt	sentimentScore=-0.62	numPositive=2	numNegative=6
gash	sentimentScore=-0.62	numPositive=8	numNegative=24
#gamer	sentimentScore=-0.62	numPositive=1	numNegative=3
disable	sentimentScore=-0.62	numPositive=1	numNegative=3
untrue	sentimentScore=-0.62	numPositive=4	numNegative=12
getin	sentimentScore=-0.62	numPositive=1	numNegative=3
gway	sentimentScore=-0.62	numPositive=1	numNegative=3
confrontation	sentimentScore=-0.62	numPositive=1	numNegative=3
journee	sentimentScore=-0.62	numPositive=1	numNegative=3
imp	sentimentScore=-0.62	numPositive=1	numNegative=3
humane	sentimentScore=-0.62	numPositive=2	numNegative=6
@anaqooks	sentimentScore=-0.62	numPositive=1	numNegative=3
downfalls	sentimentScore=-0.62	numPositive=1	numNegative=3
citeh	sentimentScore=-0.62	numPositive=1	numNegative=3
unforgivable	sentimentScore=-0.62	numPositive=3	numNegative=9
leh	sentimentScore=-0.62	numPositive=1	numNegative=3
#drunktweet	sentimentScore=-0.62	numPositive=1	numNegative=3
#waterworks	sentimentScore=-0.62	numPositive=1	numNegative=3
officiate	sentimentScore=-0.62	numPositive=1	numNegative=3
eerily	sentimentScore=-0.62	numPositive=1	numNegative=3
assemble	sentimentScore=-0.62	numPositive=2	numNegative=6
#killer	sentimentScore=-0.62	numPositive=4	numNegative=12
smthg	sentimentScore=-0.62	numPositive=1	numNegative=3
opposing	sentimentScore=-0.62	numPositive=7	numNegative=21
flinch	sentimentScore=-0.62	numPositive=1	numNegative=3
#questions	sentimentScore=-0.62	numPositive=1	numNegative=3
flogging	sentimentScore=-0.62	numPositive=1	numNegative=3
#deaf	sentimentScore=-0.62	numPositive=1	numNegative=3
#choices	sentimentScore=-0.62	numPositive=1	numNegative=3
floaty	sentimentScore=-0.62	numPositive=1	numNegative=3
wilkos	sentimentScore=-0.62	numPositive=1	numNegative=3
bewitched	sentimentScore=-0.62	numPositive=1	numNegative=3
clothes/shoes	sentimentScore=-0.62	numPositive=1	numNegative=3
mukherjee	sentimentScore=-0.62	numPositive=1	numNegative=3
pickering	sentimentScore=-0.62	numPositive=1	numNegative=3
attendants	sentimentScore=-0.62	numPositive=2	numNegative=6
nightout	sentimentScore=-0.62	numPositive=1	numNegative=3
#whatamess	sentimentScore=-0.62	numPositive=1	numNegative=3
mingle	sentimentScore=-0.62	numPositive=2	numNegative=6
bland	sentimentScore=-0.62	numPositive=2	numNegative=6
isolation	sentimentScore=-0.62	numPositive=2	numNegative=6
#sleepytime	sentimentScore=-0.62	numPositive=1	numNegative=3
busters	sentimentScore=-0.62	numPositive=1	numNegative=3
flowcember	sentimentScore=-0.62	numPositive=1	numNegative=3
#swineflu	sentimentScore=-0.62	numPositive=1	numNegative=3
referred	sentimentScore=-0.62	numPositive=7	numNegative=21
supra	sentimentScore=-0.62	numPositive=1	numNegative=3
#in8thgrade	sentimentScore=-0.62	numPositive=1	numNegative=3
rl	sentimentScore=-0.62	numPositive=3	numNegative=9
spouses	sentimentScore=-0.62	numPositive=1	numNegative=3
elders	sentimentScore=-0.62	numPositive=4	numNegative=12
zzzzzz	sentimentScore=-0.62	numPositive=1	numNegative=3
#sostressed	sentimentScore=-0.62	numPositive=1	numNegative=3
plainly	sentimentScore=-0.62	numPositive=1	numNegative=3
iit	sentimentScore=-0.62	numPositive=2	numNegative=6
protip	sentimentScore=-0.62	numPositive=1	numNegative=3
$45	sentimentScore=-0.62	numPositive=3	numNegative=9
moustaches	sentimentScore=-0.62	numPositive=2	numNegative=6
daw	sentimentScore=-0.62	numPositive=5	numNegative=15
#leo	sentimentScore=-0.62	numPositive=2	numNegative=6
savilles	sentimentScore=-0.62	numPositive=1	numNegative=3
trolleys	sentimentScore=-0.62	numPositive=1	numNegative=3
overpaid	sentimentScore=-0.62	numPositive=2	numNegative=6
minuscule	sentimentScore=-0.62	numPositive=1	numNegative=3
@golfchannel	sentimentScore=-0.62	numPositive=1	numNegative=3
diets	sentimentScore=-0.62	numPositive=3	numNegative=9
anxiously	sentimentScore=-0.62	numPositive=1	numNegative=3
20years	sentimentScore=-0.62	numPositive=1	numNegative=3
dollas	sentimentScore=-0.62	numPositive=1	numNegative=3
@reggie_bush	sentimentScore=-0.62	numPositive=1	numNegative=3
325	sentimentScore=-0.62	numPositive=1	numNegative=3
@dailymirror	sentimentScore=-0.62	numPositive=1	numNegative=3
raved	sentimentScore=-0.62	numPositive=1	numNegative=3
#tyga	sentimentScore=-0.62	numPositive=1	numNegative=3
firstly	sentimentScore=-0.62	numPositive=4	numNegative=12
monogrammed	sentimentScore=-0.62	numPositive=3	numNegative=9
ree	sentimentScore=-0.62	numPositive=1	numNegative=3
leaflets	sentimentScore=-0.62	numPositive=2	numNegative=6
glob	sentimentScore=-0.62	numPositive=1	numNegative=3
@rickwarren	sentimentScore=-0.62	numPositive=1	numNegative=3
unexplained	sentimentScore=-0.62	numPositive=1	numNegative=3
mimicking	sentimentScore=-0.62	numPositive=1	numNegative=3
henriquez	sentimentScore=-0.62	numPositive=1	numNegative=3
#stuck	sentimentScore=-0.62	numPositive=5	numNegative=15
maidenhead	sentimentScore=-0.62	numPositive=1	numNegative=3
leaky	sentimentScore=-0.62	numPositive=1	numNegative=3
baw	sentimentScore=-0.62	numPositive=1	numNegative=3
breakouts	sentimentScore=-0.62	numPositive=1	numNegative=3
patrolling	sentimentScore=-0.62	numPositive=1	numNegative=3
lashing	sentimentScore=-0.62	numPositive=2	numNegative=6
amtrak	sentimentScore=-0.62	numPositive=2	numNegative=6
bakk	sentimentScore=-0.62	numPositive=1	numNegative=3
@chriswarcraft	sentimentScore=-0.62	numPositive=1	numNegative=3
#racing	sentimentScore=-0.62	numPositive=1	numNegative=3
calcium	sentimentScore=-0.62	numPositive=1	numNegative=3
ecouter	sentimentScore=-0.62	numPositive=1	numNegative=3
bewildered	sentimentScore=-0.62	numPositive=1	numNegative=3
unusable	sentimentScore=-0.62	numPositive=1	numNegative=3
#sportscenter	sentimentScore=-0.62	numPositive=1	numNegative=3
resentful	sentimentScore=-0.62	numPositive=1	numNegative=3
spiritually	sentimentScore=-0.62	numPositive=1	numNegative=3
173	sentimentScore=-0.62	numPositive=1	numNegative=3
#hayfever	sentimentScore=-0.62	numPositive=1	numNegative=3
manipulating	sentimentScore=-0.62	numPositive=1	numNegative=3
hindi	sentimentScore=-0.62	numPositive=6	numNegative=18
lumps	sentimentScore=-0.62	numPositive=5	numNegative=15
@yahwey	sentimentScore=-0.62	numPositive=1	numNegative=3
headers	sentimentScore=-0.62	numPositive=1	numNegative=3
faithless	sentimentScore=-0.62	numPositive=1	numNegative=3
#sosore	sentimentScore=-0.62	numPositive=2	numNegative=6
wanks	sentimentScore=-0.62	numPositive=1	numNegative=3
#conservative	sentimentScore=-0.62	numPositive=1	numNegative=3
haz	sentimentScore=-0.62	numPositive=1	numNegative=3
#ikea	sentimentScore=-0.62	numPositive=1	numNegative=3
ooooooo	sentimentScore=-0.62	numPositive=1	numNegative=3
621	sentimentScore=-0.62	numPositive=1	numNegative=3
macroeconomics	sentimentScore=-0.62	numPositive=1	numNegative=3
leathered	sentimentScore=-0.62	numPositive=1	numNegative=3
fern	sentimentScore=-0.62	numPositive=2	numNegative=6
jinxing	sentimentScore=-0.62	numPositive=1	numNegative=3
cybermen	sentimentScore=-0.62	numPositive=1	numNegative=3
$120	sentimentScore=-0.62	numPositive=3	numNegative=9
amendments	sentimentScore=-0.62	numPositive=1	numNegative=3
solidarity	sentimentScore=-0.62	numPositive=1	numNegative=3
raja	sentimentScore=-0.62	numPositive=1	numNegative=3
chilis	sentimentScore=-0.62	numPositive=2	numNegative=6
@dietmarhamann	sentimentScore=-0.62	numPositive=2	numNegative=6
californication	sentimentScore=-0.62	numPositive=1	numNegative=3
ngl	sentimentScore=-0.62	numPositive=6	numNegative=18
amare	sentimentScore=-0.62	numPositive=1	numNegative=3
ayye	sentimentScore=-0.62	numPositive=2	numNegative=6
dugs	sentimentScore=-0.62	numPositive=1	numNegative=3
#thingsthatmakemelol	sentimentScore=-0.62	numPositive=2	numNegative=6
#timeflies	sentimentScore=-0.62	numPositive=2	numNegative=6
@iseestarsmusic	sentimentScore=-0.62	numPositive=1	numNegative=3
caribana	sentimentScore=-0.62	numPositive=1	numNegative=3
zzzz	sentimentScore=-0.62	numPositive=3	numNegative=9
40minutes	sentimentScore=-0.62	numPositive=1	numNegative=3
nysc	sentimentScore=-0.62	numPositive=1	numNegative=3
zeller	sentimentScore=-0.62	numPositive=1	numNegative=3
jerusalem	sentimentScore=-0.62	numPositive=1	numNegative=3
islanders	sentimentScore=-0.62	numPositive=1	numNegative=3
